sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:16.505600,2025-02-14 03:09:16.550903,1739473756.5056,1739473756.550903,5.505383,5.550686,0.045304,8,9,520,552,65,64,65,52,65.0,61.333,91823.906,97474.608,104,84,13,12,13,0,13.0,9.333,0.00043644223894391743,0.005660504102706909,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.778,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.042,0.0,0.0,0.000235,0.004853
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-14 03:09:16.554876,2025-02-14 03:09:17.050873,1739473756.554876,1739473757.050873,5.554659,6.050656,0.495998,5,8,325,476,65,64,65,52,65.0,59.5,5241.957,7677.451,65,60,13,12,13,0,13.0,7.5,0.00022798776626586914,0.07085670743669782,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.625,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.042,0.0,0.0,0.000142,0.007099
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:17.000509,2025-02-14 03:09:17.442881,1739473757.000509,1739473757.442881,6.000292,6.442664,0.442373,18,15,1083,933,65,65,52,52,60.167,62.2,19585.278,16872.636,147,153,13,13,0,0,8.167,10.2,0.026021887274349436,0.02866222177233015,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.2,0.2,0.0,0.0,0.030821,0.028621
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:17.005639,2025-02-14 03:09:17.050967,1739473757.005639,1739473757.050967,6.005422,6.05075,0.045329,8,10,520,616,65,64,65,52,65.0,61.6,91773.677,108716.51,104,96,13,12,13,0,13.0,9.6,0.00023545537676130022,0.0050364335378011065,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.044,0.0,0.0,0.00011,0.004941
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:17.506276,2025-02-14 03:09:18.006234,1739473757.506276,1739473758.006234,6.506059,7.006017,0.499959,16,19,1040,1180,65,64,65,52,65.0,62.105,16641.363,18881.547,208,192,13,12,13,0,13.0,10.105,0.03331565856933594,0.02776544623904758,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.842,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.496,0.0,0.0,0.000144,0.029979
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-14 03:09:17.508982,2025-02-14 03:09:18.007547,1739473757.508982,1739473758.007547,6.508765,7.00733,0.498566,10,13,650,796,65,64,65,52,65.0,61.231,10429.914,12772.633,130,120,13,12,13,0,13.0,9.231,0.055348873138427734,0.04154092073440552,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.769,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.496,0.0,0.0,0.000141,0.044812
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:17.600457,2025-02-14 03:09:18.042900,1739473757.600457,1739473758.0429,6.60024,7.042683,0.442444,18,15,1083,933,65,65,52,52,60.167,62.2,19582.133,16869.927,147,153,13,13,0,0,8.167,10.2,0.026011004167444566,0.02867393834250314,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.198,0.2,0.0,0.0,0.030901,0.028922
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2025-02-14 03:09:18.046814,2025-02-14 03:09:18.507642,1739473758.046814,1739473758.507642,7.046597,7.507425,0.460829,8,10,520,616,65,64,65,52,65.0,61.6,9027.208,10693.77,104,96,13,12,13,0,13.0,9.6,0.0004010200500488281,0.05118423038058811,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000246,0.000166
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2025-02-14 03:09:18.050933,2025-02-14 03:09:18.509143,1739473758.050933,1739473758.509143,7.050716,7.508926,0.458211,5,7,325,424,65,64,65,52,65.0,60.571,5674.239,7402.699,65,60,13,12,13,0,13.0,8.571,0.0002900362014770508,0.07635184129079182,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.714,0.0,0.0,0.0,0.0,249.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111,0.000159
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2025-02-14 03:09:18.200792,2025-02-14 03:09:18.642816,1739473758.200792,1739473758.642816,7.200575,7.642599,0.442025,18,15,1083,933,65,65,52,52,60.167,62.2,19600.702,16885.923,147,153,13,13,0,0,8.167,10.2,0.02599947592791389,0.02860891819000244,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.667,0.8,0.0,0.0,0.0,0.0,250.667,249.8,0.0,0.0,0.199,0.2,0.0,0.0,0.030877,0.028735
